,Survived,Sex,Embarked,FamilySize,AgeAndPclass,FareTransformed
445,1,1,2,3,4.0,1.9183360186534042
446,1,0,2,2,26.0,1.3117538610557542
447,1,1,2,1,34.0,1.440121603187804
448,1,0,0,4,15.0,1.3066029982011584
449,1,1,2,1,52.0,1.4983105537896004
450,0,1,2,4,72.0,1.4586378490256493
451,0,1,2,2,84.0,1.321530081177334
452,0,1,0,1,30.0,1.4586378490256493
453,1,1,0,2,49.0,1.9547450350890707
454,0,1,2,1,84.0,0.9566485792052033
455,1,1,0,1,87.0,0.9491850103134346
456,0,1,2,1,65.0,1.440121603187804
457,1,0,2,2,28.0,1.7231476981549567
458,1,0,2,1,100.0,1.0606978403536116
459,0,1,1,1,84.0,0.9420080530223133
460,1,1,2,1,48.0,1.440121603187804
461,0,1,2,1,102.0,0.9566485792052033
462,0,1,2,1,47.0,1.5965970956264601
463,0,1,2,1,96.0,1.146128035678238
464,0,1,2,1,84.0,0.9566485792052033
465,0,1,2,1,114.0,0.9057958803678685
466,0,1,2,1,56.0,0.0
467,0,1,2,1,56.0,1.440121603187804
468,0,1,1,1,84.0,0.9407654356312175
469,1,0,0,4,2.25,1.3066029982011584
470,0,1,2,1,84.0,0.9164539485499251
471,0,1,2,1,114.0,0.9850895069263813
472,1,0,2,4,66.0,1.4586378490256493
473,1,0,0,1,46.0,1.1700180900341755
474,0,0,2,1,66.0,1.0349291104842666
475,0,1,2,1,28.0,1.724275869600789
476,0,1,2,2,68.0,1.3424226808222062
477,0,1,2,2,87.0,0.9055692328119356
478,0,1,2,1,66.0,0.9304803716769131
479,1,0,2,2,6.0,1.1234432775313532
480,0,1,2,8,27.0,1.6803355134145632
481,0,1,2,1,56.0,0.0
482,0,1,2,1,150.0,0.9566485792052033
483,1,0,2,1,189.0,1.0247934233387634
484,1,1,0,2,25.0,1.9641615374126258
485,0,0,2,5,84.0,1.4226997946774695
486,1,0,2,2,35.0,1.9590413923210936
487,0,1,0,1,58.0,1.4871383754771865
488,0,1,2,1,90.0,0.9566485792052033
489,1,1,2,3,27.0,1.2278867046136734
490,0,1,2,2,84.0,1.321530081177334
491,0,1,2,1,63.0,0.9164539485499251
492,0,1,2,1,55.0,1.4983105537896004
493,0,1,0,1,71.0,1.703327496157813
494,0,1,2,1,63.0,0.9566485792052033
495,0,1,0,1,84.0,1.1891617314183722
496,1,0,0,2,54.0,1.8990907781931157
497,0,1,2,1,84.0,1.2068258760318498
498,0,0,2,4,25.0,2.183412211978426
499,0,1,2,1,72.0,0.9442753457587986
500,0,1,2,1,51.0,0.9850895069263813
501,0,0,1,1,63.0,0.9420080530223133
502,0,0,1,1,84.0,0.9359705348009412
503,0,0,2,1,111.0,1.0247934233387634
504,1,0,2,1,16.0,1.9420080530223132
505,0,1,0,2,18.0,2.0409976924234905
506,1,0,2,3,66.0,1.4313637641589874
507,1,1,2,1,28.0,1.440121603187804
508,0,1,2,1,84.0,1.3715296320992945
509,1,1,2,1,78.0,1.75963612115147
510,1,1,1,1,87.0,0.9420080530223133
511,0,1,2,1,84.0,0.9566485792052033
512,1,1,2,1,36.0,1.4359637487171957
513,1,0,0,2,54.0,1.7810369386211318
514,0,1,2,1,72.0,0.9292042801123058
515,0,1,2,1,47.0,1.544326062695947
516,1,0,2,1,68.0,1.0606978403536116
517,0,1,1,1,84.0,1.400537989391946
518,1,0,2,2,72.0,1.4313637641589874
519,0,1,2,1,96.0,0.9491850103134346
520,1,0,2,1,30.0,1.975431808509263
521,0,1,2,1,66.0,0.9491850103134346
522,0,1,0,1,84.0,0.9151359066220119
523,1,0,0,2,44.0,1.770698877440231
524,0,1,0,1,84.0,0.9153576174148317
525,0,1,1,1,121.5,0.9420080530223133
526,1,0,2,1,100.0,1.0606978403536116
527,0,1,2,1,28.0,2.347874640061327
528,0,1,2,1,117.0,0.9506082247842308
529,0,1,2,4,46.0,1.0969100130080565
530,1,0,2,3,4.0,1.4313637641589874
531,0,1,0,1,84.0,0.9153576174148317
532,0,1,0,3,51.0,0.9153576174148317
533,1,0,0,3,84.0,1.3684412319555557
534,0,0,2,1,90.0,0.9850895069263813
535,1,0,2,3,14.0,1.4353665066126613
536,0,1,2,1,45.0,1.440121603187804
537,1,0,0,1,30.0,2.031105362355941
538,0,1,2,1,84.0,1.1903316981702914
539,1,0,0,3,22.0,1.7032913781186614
540,1,0,2,3,36.0,1.8573324964312685
541,0,0,2,7,27.0,1.5088662509384578
542,0,0,2,7,33.0,1.5088662509384578
543,1,1,2,2,64.0,1.4313637641589874
544,0,1,0,2,50.0,2.031105362355941
545,0,1,2,1,64.0,1.4313637641589874
546,1,0,2,2,38.0,1.4313637641589874
547,1,1,0,1,56.0,1.172091867626748
548,0,1,2,3,99.0,1.3329431601256923
549,1,1,2,3,16.0,1.576916955965207
550,1,1,0,3,17.0,2.048765267412167
551,0,1,2,1,54.0,1.4313637641589874
552,0,1,1,1,84.0,0.9459213546166009
553,1,1,0,1,66.0,0.9151359066220119
554,1,0,2,1,66.0,0.9432471251378617
555,0,1,2,1,62.0,1.440121603187804
556,1,0,0,2,48.0,1.608526033577194
557,0,1,0,1,28.0,2.3589337176143736
558,1,0,2,3,39.0,1.9066043717249803
559,1,0,2,2,108.0,1.2648178230095364
560,0,1,1,1,84.0,0.9420080530223133
561,0,1,2,1,120.0,0.9491850103134346
562,0,1,2,1,56.0,1.1613680022349748
563,0,1,2,1,84.0,0.9566485792052033
564,0,0,2,1,84.0,0.9566485792052033
565,0,1,2,3,72.0,1.400537989391946
566,0,1,2,1,57.0,0.9491850103134346
567,0,0,2,5,87.0,1.3439007122496063
568,0,1,0,1,84.0,0.9153576174148317
569,1,1,2,1,96.0,0.9471493276626374
570,1,1,2,1,124.0,1.0606978403536116
571,1,0,2,3,53.0,1.7199872059744314
572,1,1,2,1,36.0,1.4375523905687617
573,1,0,1,1,84.0,0.9420080530223133
574,0,1,2,1,48.0,0.9566485792052033
575,0,1,2,1,57.0,1.1903316981702914
576,1,0,2,1,68.0,1.146128035678238
577,1,0,2,2,39.0,1.7551122663950711
578,0,0,0,2,84.0,1.1891617314183722
579,1,1,2,1,96.0,0.9506082247842308
580,1,0,2,3,50.0,1.4913616938342726
581,1,0,0,3,39.0,2.048765267412167
582,0,1,2,1,108.0,1.4313637641589874
583,0,1,0,1,36.0,1.6141059109580307
584,0,1,0,1,84.0,0.9873310318089707
585,1,0,2,3,18.0,1.9066043717249803
586,0,1,2,1,94.0,1.2041199826559248
587,1,1,0,3,60.0,1.9041743682841634
588,0,1,2,1,66.0,0.9566485792052033
589,0,1,2,1,84.0,0.9566485792052033
590,0,1,2,1,105.0,0.909823369650912
591,1,0,0,2,52.0,1.8990907781931157
592,0,1,2,1,141.0,0.9164539485499251
593,0,0,1,3,84.0,0.9420080530223133
594,0,1,2,2,74.0,1.4313637641589874
595,0,1,2,3,108.0,1.400537989391946
596,1,0,2,1,56.0,1.5314789170422551
597,0,1,2,1,147.0,0.0
598,0,1,0,1,84.0,0.9151359066220119
599,1,1,0,2,49.0,1.7628975309505581
600,1,0,2,4,48.0,1.4471580313422192
601,0,1,2,1,84.0,0.9491850103134346
602,0,1,2,1,28.0,1.6374897295125106
603,0,1,2,1,132.0,0.9566485792052033
604,1,1,0,1,35.0,1.440121603187804
605,0,1,2,2,108.0,1.2187979981117376
606,0,1,2,1,90.0,0.9491850103134346
607,1,1,2,1,27.0,1.4983105537896004
608,1,0,0,4,44.0,1.6291974974299364
609,1,0,2,1,40.0,2.1888230596841365
610,0,0,2,7,117.0,1.5088662509384578
611,0,1,2,1,84.0,0.9057958803678685
612,1,0,1,2,84.0,1.2174839442139063
613,0,1,1,1,84.0,0.9420080530223133
614,0,1,2,1,105.0,0.9566485792052033
615,1,0,2,4,48.0,1.8195439355418688
616,0,1,2,3,102.0,1.187520720836463
617,0,0,2,2,78.0,1.2329961103921538
618,1,0,2,4,8.0,1.6020599913279623
619,0,1,2,1,52.0,1.0606978403536116
620,0,1,0,2,81.0,1.1890465283525415
621,1,1,2,2,42.0,1.7287935361444735
622,1,1,0,3,60.0,1.2237995553975871
623,0,1,2,1,63.0,0.9471493276626374
624,0,1,2,1,63.0,1.2329961103921538
625,0,1,2,1,61.0,1.5227154198480362
626,0,1,1,1,114.0,1.125481265700594
627,1,0,2,1,21.0,1.8973977892491294
628,0,1,2,1,78.0,0.9491850103134346
629,0,1,1,1,84.0,0.9411783789843933
630,1,1,2,1,80.0,1.4913616938342726
631,0,1,2,1,153.0,0.9060224097037373
632,1,1,0,1,32.0,1.4983105537896004
633,0,1,2,1,28.0,0.0
634,0,0,2,6,27.0,1.4608978427565478
635,1,0,2,1,56.0,1.146128035678238
636,0,1,2,1,96.0,0.9506082247842308
637,0,1,2,3,62.0,1.4353665066126613
638,0,0,2,6,123.0,1.6094610059122672
639,0,1,2,2,84.0,1.2329961103921538
640,0,1,2,1,60.0,0.9471493276626374
641,1,0,0,1,24.0,1.8469553250198238
642,0,0,2,6,6.0,1.4608978427565478
643,1,1,2,1,84.0,1.75963612115147
644,1,0,0,4,2.25,1.3066029982011584
645,1,1,0,2,48.0,1.8905841979078102
646,0,1,2,1,57.0,0.9491850103134346
647,1,1,0,1,56.0,1.5622928644564746
648,0,1,2,1,84.0,0.9319661147281727
649,1,0,2,1,69.0,0.9319661147281727
650,0,1,2,1,84.0,0.9491850103134346
651,1,0,2,2,36.0,1.380211241711606
652,0,1,2,1,63.0,0.9746636461924397
653,1,0,1,1,84.0,0.9459213546166009
654,0,0,1,1,54.0,0.8893017025063102
655,0,1,2,3,48.0,1.8721562727482928
656,0,1,2,1,84.0,0.9491850103134346
657,0,0,1,3,96.0,1.2174839442139063
658,0,1,2,1,46.0,1.146128035678238
659,0,1,0,3,58.0,2.0579512299613683
660,1,1,2,3,50.0,2.1292063577475293
661,0,1,0,1,120.0,0.9151359066220119
662,0,1,2,1,47.0,1.4246775029107854
663,0,1,2,1,108.0,0.9292042801123058
664,1,1,2,2,60.0,0.9506082247842308
665,0,1,2,3,64.0,1.8721562727482928
666,0,1,2,1,50.0,1.146128035678238
667,0,1,2,1,84.0,0.9432471251378617
668,0,1,2,1,129.0,0.9566485792052033
669,1,0,2,2,28.0,1.724275869600789
670,1,0,2,3,80.0,1.6020599913279623
671,0,1,2,2,31.0,1.724275869600789
672,0,1,2,1,140.0,1.0606978403536116
673,1,1,2,1,62.0,1.146128035678238
674,0,1,2,1,56.0,0.0
675,0,1,2,1,54.0,0.9432471251378617
676,0,1,2,1,73.5,0.9566485792052033
677,1,0,2,1,54.0,1.0350973857754964
678,0,0,2,8,129.0,1.6803355134145632
679,1,1,0,2,36.0,2.7103959691861146
680,0,0,1,1,84.0,0.9608273899659169
681,1,1,0,1,27.0,1.8905841979078102
682,0,1,2,1,60.0,1.0096633166793794
683,0,1,2,8,42.0,1.6803355134145632
684,0,1,2,3,120.0,1.6020599913279623
685,0,1,0,4,50.0,1.6291974974299364
686,0,1,2,6,42.0,1.6094610059122672
687,0,1,2,1,57.0,1.048084276351453
688,0,1,2,1,54.0,0.9442753457587986
689,1,0,2,2,15.0,2.327026699794276
690,1,1,2,2,31.0,1.7634279935629373
691,1,0,0,2,12.0,1.1588658612291007
692,1,1,2,1,84.0,1.75963612115147
693,0,1,0,1,75.0,0.9151359066220119
694,0,1,2,1,60.0,1.440121603187804
695,0,1,2,1,104.0,1.1613680022349748
696,0,1,2,1,132.0,0.9566485792052033
697,1,0,1,1,84.0,0.9411783789843933
698,0,1,0,3,49.0,2.048765267412167
699,0,1,2,1,126.0,0.9370161074648142
700,1,0,0,2,18.0,2.3589337176143736
701,1,1,2,1,35.0,1.4359637487171957
702,0,0,0,2,54.0,1.1890465283525415
703,0,1,1,1,75.0,0.9415958981751185
704,0,1,2,2,78.0,0.9471493276626374
705,0,1,2,1,78.0,1.4313637641589874
706,1,0,2,1,90.0,1.1613680022349748
707,1,1,2,1,42.0,1.4359637487171957
708,1,0,2,1,22.0,2.183412211978426
709,1,1,0,3,10.5,1.2107411023865056
710,1,0,0,1,24.0,1.703327496157813
711,0,1,2,1,28.0,1.440121603187804
712,1,1,2,2,48.0,1.724275869600789
713,0,1,2,1,87.0,1.020498014154877
714,0,1,2,1,104.0,1.146128035678238
715,0,1,2,1,57.0,0.9370161074648142
716,1,0,0,1,38.0,2.3589337176143736
717,1,0,2,1,54.0,1.0606978403536116
718,0,1,1,1,84.0,1.2174839442139063
719,0,1,2,1,99.0,0.9432471251378617
720,1,0,2,2,12.0,1.5314789170422551
721,0,1,2,2,51.0,0.9060224097037373
722,0,1,2,1,68.0,1.146128035678238
723,0,1,2,1,100.0,1.146128035678238
724,1,1,2,2,27.0,1.7331972651065695
725,0,1,2,1,60.0,0.9850895069263813
726,1,0,2,4,60.0,1.3424226808222062
727,1,0,1,1,84.0,0.9413871887537378
728,0,1,2,2,50.0,1.4313637641589874
729,0,0,2,2,75.0,0.9506082247842308
730,1,0,2,1,29.0,2.327026699794276
731,0,1,0,1,33.0,1.2963909278704124
732,0,1,2,1,56.0,0.0
733,0,1,2,1,46.0,1.146128035678238
734,0,1,2,1,46.0,1.146128035678238
735,0,1,2,1,85.5,1.2329961103921538
736,0,0,2,5,144.0,1.5486964485323467
737,1,1,0,1,35.0,2.7103959691861146
738,0,1,2,1,84.0,0.9491850103134346
739,0,1,2,1,84.0,0.9491850103134346
740,1,1,2,1,28.0,1.4913616938342726
741,0,1,2,2,36.0,1.9022749204745018
742,1,0,0,5,21.0,2.4205745486161567
743,0,1,2,2,72.0,1.2329961103921538
744,1,1,2,1,93.0,0.9506082247842308
745,0,1,2,3,70.0,1.8573324964312685
746,0,1,2,3,48.0,1.3273589343863303
747,1,0,2,1,60.0,1.146128035678238
748,0,1,2,2,19.0,1.7331972651065695
749,0,1,1,1,93.0,0.9420080530223133
750,1,0,2,3,8.0,1.380211241711606
751,1,1,2,2,18.0,1.1295287738587763
752,0,1,2,1,99.0,1.021189299069938
753,0,1,2,1,69.0,0.9491850103134346
754,1,0,2,4,96.0,1.8195439355418688
755,1,1,2,3,1.34,1.1903316981702914
756,0,1,2,1,84.0,0.9442753457587986
757,0,1,2,1,36.0,1.0969100130080565
758,0,1,2,1,102.0,0.9566485792052033
759,1,0,2,1,33.0,1.9420080530223132
760,0,1,2,1,84.0,1.1903316981702914
761,0,1,2,1,123.0,0.909823369650912
762,1,1,0,1,60.0,0.9153576174148317
763,1,0,2,4,36.0,2.0827853703164503
764,0,1,2,1,48.0,0.9432471251378617
765,1,0,2,2,51.0,1.8973977892491294
766,0,1,0,1,28.0,1.608526033577194
767,0,0,1,1,91.5,0.9420080530223133
768,0,1,1,2,84.0,1.400537989391946
769,0,1,2,1,96.0,0.9713918307075229
770,0,1,2,1,72.0,1.021189299069938
771,0,1,2,1,144.0,0.9471493276626374
772,0,0,2,1,114.0,1.0606978403536116
773,0,1,0,1,84.0,0.9151359066220119
774,1,0,2,5,108.0,1.380211241711606
775,0,1,2,1,54.0,0.9420080530223133
776,0,1,1,1,84.0,0.9420080530223133
777,1,0,2,1,15.0,1.1295287738587763
778,0,1,1,1,84.0,0.9413871887537378
779,1,0,2,2,43.0,2.327026699794276
780,1,0,0,1,39.0,0.9153576174148317
781,1,0,2,2,17.0,1.7634279935629373
782,0,1,2,1,29.0,1.4913616938342726
783,0,1,2,4,84.0,1.388278863459639
784,0,1,2,1,75.0,0.9057958803678685
785,0,1,2,1,75.0,0.9164539485499251
786,1,0,2,1,54.0,0.9292042801123058
787,0,1,1,6,24.0,1.4789270555829248
788,1,1,2,4,3.0,1.3339508043872472
789,0,1,0,1,46.0,1.9041743682841634
790,0,1,1,1,84.0,0.9420080530223133
791,0,1,2,1,32.0,1.4313637641589874
792,0,0,2,11,84.0,1.8484970180903666
793,0,1,0,1,28.0,1.5010017178117605
794,0,1,2,1,75.0,0.9491850103134346
795,0,1,2,1,78.0,1.146128035678238
796,1,0,2,1,49.0,1.4302234517870693
797,1,0,2,1,93.0,0.9860233870145032
798,0,1,0,1,90.0,0.9153576174148317
799,0,0,2,3,90.0,1.400537989391946
800,0,1,2,1,68.0,1.146128035678238
801,1,0,2,3,62.0,1.4353665066126613
802,1,1,2,4,11.0,2.0827853703164503
803,1,1,0,2,1.26,0.9784863790311057
804,1,1,2,1,81.0,0.9017306917292187
805,0,1,2,1,93.0,0.9432471251378617
806,0,1,2,1,39.0,0.0
807,0,0,2,1,54.0,0.9432471251378617
808,0,1,2,1,78.0,1.146128035678238
809,1,0,2,2,33.0,1.7331972651065695
810,0,1,2,1,78.0,0.9487796137378227
811,0,1,2,1,117.0,1.400537989391946
812,0,1,2,1,70.0,1.0606978403536116
813,0,0,2,7,18.0,1.5088662509384578
814,0,1,2,1,91.5,0.9566485792052033
815,0,1,2,1,28.0,0.0
816,0,0,2,1,69.0,0.9506082247842308
817,0,1,0,3,62.0,1.579831594933373
818,0,1,2,1,129.0,0.8721562727482929
819,0,1,2,6,30.0,1.4608978427565478
820,1,0,2,3,52.0,1.975431808509263
821,1,1,2,1,81.0,0.9850895069263813
822,0,1,2,1,38.0,0.0
823,1,0,2,2,81.0,1.1295287738587763
824,0,1,2,6,6.0,1.6094610059122672
825,0,1,1,1,84.0,0.9003671286564703
826,0,1,2,1,84.0,1.75963612115147
827,1,1,0,3,2.0,1.579831594933373
828,1,1,1,1,84.0,0.9420080530223133
829,1,0,2,1,62.0,1.9084850188786497
830,1,0,0,2,45.0,1.1890465283525415
831,1,1,2,3,1.66,1.295567099962479
832,0,1,0,1,84.0,0.9153576174148317
833,0,1,2,1,69.0,0.9471493276626374
834,0,1,2,1,54.0,0.9684829485539351
835,1,0,0,3,39.0,1.9250969541376577
836,0,1,2,1,63.0,0.9850895069263813
837,0,1,2,1,84.0,0.9566485792052033
838,1,1,2,1,96.0,1.75963612115147
839,1,1,0,1,28.0,1.4871383754771865
840,0,1,2,1,60.0,0.9506082247842308
841,0,1,2,1,32.0,1.0606978403536116
842,1,0,0,1,30.0,1.505149978319906
843,0,1,0,1,103.5,0.871426978736606
844,0,1,2,1,51.0,0.9850895069263813
845,0,1,2,1,126.0,0.9319661147281727
846,0,1,2,11,84.0,1.8484970180903666
847,0,1,0,1,105.0,0.9491850103134346
848,0,1,2,2,56.0,1.5314789170422551
849,1,0,0,2,28.0,1.9547450350890707
850,0,1,2,7,12.0,1.5088662509384578
851,0,1,2,1,222.0,0.9432471251378617
852,0,0,0,3,27.0,1.2107411023865056
853,1,0,2,2,16.0,1.606381365110605
854,0,0,2,2,88.0,1.4313637641589874
855,1,0,2,2,54.0,1.0149403497929366
856,1,0,2,3,45.0,2.219759204240921
857,1,1,2,1,51.0,1.440121603187804
858,1,0,0,4,72.0,1.3066029982011584
859,0,1,0,1,84.0,0.9153576174148317
860,0,1,2,3,123.0,1.1792155998681575
861,0,1,2,2,42.0,1.0969100130080565
862,1,0,2,1,48.0,1.4302234517870693
863,0,0,2,11,84.0,1.8484970180903666
864,0,1,2,1,48.0,1.146128035678238
865,1,0,2,1,84.0,1.146128035678238
866,1,0,0,2,54.0,1.1719691228260605
867,0,1,2,1,31.0,1.7117718094061185
868,0,1,2,1,84.0,1.021189299069938
869,1,1,2,3,12.0,1.083978935811046
870,0,1,2,1,78.0,0.9491850103134346
871,1,0,2,3,47.0,1.7287935361444735
872,0,1,2,1,33.0,0.7781512503836436
873,0,1,2,1,141.0,1.0
874,1,0,0,2,56.0,1.3979400086720377
875,1,0,0,1,45.0,0.9151359066220119
876,0,1,2,1,60.0,1.035261591644962
877,0,1,2,1,57.0,0.9491850103134346
878,0,1,2,1,84.0,0.9491850103134346
879,1,0,0,2,56.0,1.9250969541376577
880,1,0,2,2,50.0,1.4313637641589874
881,0,1,2,1,99.0,0.9491850103134346
882,0,0,2,1,66.0,1.0613280539915777
883,0,1,2,1,56.0,1.0606978403536116
884,0,1,2,1,75.0,0.9057958803678685
885,0,0,1,6,117.0,1.4789270555829248
886,0,1,2,1,54.0,1.146128035678238
887,1,0,2,1,19.0,1.4913616938342726
888,0,0,2,4,84.0,1.388278863459639
889,1,1,0,1,26.0,1.4913616938342726
890,0,1,1,1,96.0,0.9420080530223133
